,death
195316,1
31804,1
61906,1
161582,1
159557,0
149841,0
224025,0
202150,1
208597,1
93164,0
78114,0
98873,1
171965,1
173597,0
17318,0
104448,0
185145,1
62281,1
186425,0
206875,0
213517,1
122932,1
91232,0
152609,0
156616,1
11640,0
151616,0
52545,0
17986,1
50530,1
177182,0
105899,0
102328,0
193735,0
211470,0
159302,1
285,0
125778,0
95111,1
104743,0
150260,1
82129,0
95263,0
126304,1
152427,0
202112,0
131859,0
211791,0
229283,1
133,0
97132,0
169892,0
75614,0
94870,0
113965,0
173526,0
188065,0
193807,0
53878,0
3051,0
27418,1
131700,0
233195,0
157866,0
99295,1
112635,0
16656,0
51434,0
148581,1
152316,0
124954,0
72075,1
92043,1
110267,0
63953,1
189028,1
93444,1
62675,0
1158,1
36768,0
180473,0
222823,0
208577,0
50598,0
76220,1
215011,0
24919,1
67292,1
43906,0
40519,1
69682,1
161095,1
97195,0
155701,0
83002,0
150691,0
200137,0
26122,0
26348,0
26652,1
51925,0
174498,0
179945,0
38311,1
229615,0
54697,0
188634,1
142618,0
146556,0
94143,0
146369,0
202358,1
235908,0
43006,1
175504,0
183191,1
79622,1
156172,0
161056,1
15565,0
57869,0
151454,0
226508,1
116804,1
119428,0
52302,0
142034,0
43809,0
216823,0
82123,0
176017,0
190271,1
104270,0
70959,0
97615,0
156444,0
158191,0
224186,0
20171,0
168055,0
43304,0
54771,1
161759,1
219611,1
154934,0
98215,0
35051,0
39833,0
138605,0
71061,1
194539,1
33743,1
121365,0
151339,0
119845,1
172781,0
55,0
237401,0
58391,0
220744,1
201599,0
86589,1
182203,0
62114,1
23876,0
135715,0
56207,1
75317,0
202309,0
69861,0
196203,0
229734,0
43810,1
119872,0
169076,0
226677,1
3100,1
27946,1
88581,0
129979,0
196625,0
71231,0
234463,0
50103,1
145093,1
234202,0
219196,0
65999,0
201060,0
174735,0
223225,1
154048,0
24890,0
91656,0
191114,0
15364,0
169667,0
147872,1
84358,1
101349,0
232562,1
113485,0
33295,0
108428,1
59427,1
155219,1
233494,1
127096,0
168252,0
35319,1
156343,0
143387,1
99166,0
47004,0
38480,0
103138,0
13568,0
44567,0
129050,1
157620,0
213127,0
211813,0
1140,1
87575,0
130905,0
56345,1
57240,0
88390,0
221405,0
159013,0
111564,0
188859,1
8714,1
173451,0
193489,1
162417,1
28131,0
211088,0
127995,0
219305,0
19026,0
39204,0
75738,0
201777,0
164632,0
84269,0
52963,0
14969,0
195112,0
90038,0
234318,0
53914,1
7167,0
132380,0
227474,1
175512,0
42106,1
50954,0
118743,0
90014,0
196905,1
103778,0
136764,0
164686,0
130124,0
159334,0
157103,1
96554,1
52640,0
103977,0
40245,0
165862,0
36607,0
188803,0
42749,0
82310,0
221235,0
159716,0
138950,0
145320,0
47532,1
23575,0
71033,1
128276,0
70541,1
190757,0
1092,0
98262,0
12384,0
89025,0
31647,0
79769,0
158683,0
71704,1
238150,0
6609,0
135856,1
5660,0
61992,1
116805,1
215883,1
101818,0
112519,0
16352,0
131900,0
80099,0
23121,0
140385,0
120026,0
37473,0
44450,1
178857,0
67186,0
171063,0
65613,0
138415,1
177481,0
206286,1
8401,1
165608,0
165114,0
73195,0
162356,1
22047,1
65622,0
69600,1
42418,1
101941,1
85963,1
188490,1
19278,0
11240,0
188678,0
54060,0
64219,1
20971,1
72545,0
204880,0
11382,0
80371,0
124007,0
32351,0
140209,1
60288,0
238588,1
228851,0
225540,1
34443,0
41569,0
219492,0
25534,0
237944,0
154818,1
26177,1
49431,0
140051,0
8318,0
224495,0
71600,0
151014,0
232173,0
159488,1
192158,0
76412,0
35631,0
34947,1
59310,0
168526,0
60451,1
208372,0
211178,0
87173,0
74444,1
235019,1
171067,1
23822,1
179272,0
174582,0
113830,0
133347,0
234555,0
227809,0
209885,0
18075,0
167652,0
132428,0
199601,1
30483,0
206099,1
90651,0
102792,0
165657,0
205604,1
112611,1
91331,1
96032,0
86571,1
18994,0
181501,0
103014,0
41223,1
171924,0
173345,1
191125,1
77881,0
54069,0
54498,0
167950,0
163484,0
196876,1
229674,0
114997,0
234131,0
154597,1
236330,0
171201,0
194045,0
115539,1
147681,0
159311,0
118865,0
3534,1
195005,1
25686,0
162301,0
168812,0
231530,0
103796,0
60525,0
33592,0
52819,0
159403,1
49265,0
95199,0
16526,0
76541,0
47790,0
17101,0
199584,0
30196,0
138583,0
129143,0
130995,0
211195,0
14605,1
223072,0
22473,0
182359,0
145407,0
108296,0
234580,0
210137,0
176865,0
116639,0
174769,0
131196,0
206128,1
94780,0
13346,0
104231,0
83916,0
32316,0
117526,0
17143,0
140529,1
125667,0
227863,0
226235,0
45127,0
76439,0
238430,1
143280,0
206197,0
20997,0
208591,1
192023,0
202623,1
90776,1
153979,1
154274,0
171780,0
163769,0
70718,0
35821,0
97472,0
38840,0
18655,0
2971,1
81701,0
211343,0
25016,1
389,0
115328,0
158812,1
173820,1
200697,0
80852,1
182728,0
20197,0
235926,0
73708,1
50643,1
165663,0
112697,0
112024,0
111569,0
91409,1
79262,0
134485,0
166624,0
193793,0
37292,0
18001,0
143636,0
218919,0
118085,0
84073,0
61385,0
43555,0
50009,0
129065,1
15689,1
30560,0
86320,0
195542,1
106341,0
130346,0
188384,0
31444,1
117703,0
90684,1
125823,0
116822,1
210237,0
202001,1
181473,0
39018,0
46648,1
23905,0
103243,0
18280,0
26736,1
85815,0
12034,1
166442,0
34663,0
104978,0
193727,0
55405,0
200240,1
205672,0
189113,1
25986,1
6474,0
182444,1
63420,0
3143,0
75037,0
7392,1
118435,0
1326,0
91560,0
92985,0
25019,1
72249,1
206401,1
165238,0
30108,1
52879,0
210413,0
103729,0
237013,1
201063,0
76963,1
38861,0
176775,0
170299,0
72670,0
197967,1
232457,0
142965,0
203325,1
35868,0
218631,0
187865,0
55172,1
223468,1
63348,0
94272,1
221379,1
204338,0
173568,0
41171,0
106567,1
38628,0
227886,0
168245,0
156138,0
96919,0
11660,0
116366,1
160555,0
110434,0
72008,0
208490,1
19495,0
117820,0
153266,0
23219,0
174538,0
122444,0
75707,0
77601,0
55620,0
209592,0
171479,0
127251,1
205384,1
70628,1
204963,0
234582,1
172572,0
41605,0
19225,0
56756,0
84508,0
155127,1
217746,0
146641,0
83143,0
78453,1
118725,0
140614,0
1062,1
35216,0
18965,0
239120,1
209399,0
227304,0
77332,0
27264,0
16466,0
163253,0
37711,0
87621,0
114819,1
1750,1
100203,0
138285,0
205705,0
183926,1
21695,1
109895,0
207436,0
139732,0
177331,0
230528,0
137299,0
45227,1
178784,1
234225,0
94715,0
210541,0
63548,0
179493,0
222542,1
50109,1
192406,0
70038,0
176190,1
199484,0
59742,0
16303,1
235558,0
21150,0
122483,1
106766,0
164969,0
149819,0
53389,0
84237,0
59139,0
134897,0
238230,1
65831,1
213654,0
2184,1
138451,0
72724,1
200508,0
108812,1
117339,1
11855,0
65757,0
173102,0
51881,1
77856,1
178733,0
31571,1
23846,0
40743,1
228345,1
90410,0
223456,0
10107,0
82647,1
224574,0
217482,0
175056,0
5293,1
133572,1
130189,1
12687,1
111333,0
234866,0
59293,0
172065,0
225315,0
182547,1
233619,0
116268,1
103035,0
160074,0
143355,1
81438,0
131533,0
116048,1
210836,0
161518,0
127946,1
24797,0
142565,0
207197,0
144706,0
232507,1
151638,1
197581,0
127218,0
45025,0
167324,0
71437,0
28726,1
186093,0
47783,0
141614,0
225179,0
41845,0
135864,0
43145,1
7489,1
189022,0
144849,0
19487,0
190029,1
17958,0
238525,0
130503,0
60317,1
42218,0
4011,0
104309,0
138030,0
61207,0
127364,0
25466,0
203870,0
140512,1
95716,0
30243,0
946,0
110214,1
215670,0
221131,0
114923,0
181427,1
161280,0
196660,0
93494,0
159706,0
109898,0
201917,1
84856,1
181231,0
25538,0
111764,1
955,1
23495,0
98284,1
50545,1
26137,0
228067,0
139214,0
239076,0
97420,0
92971,0
179824,0
54894,0
91233,1
149539,0
222624,1
75780,0
187803,1
74808,1
178627,0
43003,1
145761,0
109831,0
36580,0
205714,1
32445,0
69478,0
371,1
181019,0
169140,1
37910,0
213905,0
6133,1
77397,0
32162,1
141619,0
185366,0
29376,0
7921,0
25202,1
150689,0
110275,1
199428,0
41280,0
217826,0
199530,1
43647,1
123403,1
56091,0
182709,1
33127,0
223266,0
112867,0
11699,1
158042,0
89182,0
112753,0
16087,0
68559,1
172087,0
34414,1
110122,1
205748,0
195329,0
57745,0
95248,0
179248,1
96208,0
163775,1
71693,1
147651,0
159166,0
178048,0
178023,1
230909,0
201811,0
34991,0
34949,0
199433,0
154133,1
30018,0
192071,1
96175,0
21299,0
132105,0
40805,1
166439,1
174989,0
59048,0
80347,0
196957,0
190671,0
100431,1
89505,0
159576,0
210013,1
160113,1
58541,0
102161,0
38197,0
163188,0
128736,0
50952,1
15212,1
7387,0
12782,0
172967,0
15857,0
163904,0
216754,1
222178,0
152246,0
219519,0
17845,0
38518,0
24052,0
183179,0
99477,0
181515,0
109073,0
19552,1
233906,0
199174,0
23980,0
88217,0
125713,1
111934,0
140746,1
50955,0
88591,0
185961,0
151387,1
126364,0
143929,0
140369,0
34160,1
222632,0
96655,0
91205,0
151067,0
209737,0
157779,1
156108,1
78773,0
193528,1
97376,0
144683,0
55268,0
171173,0
41535,0
231978,0
17335,0
2572,1
1577,0
171760,0
103767,1
99101,1
230444,1
40567,0
157203,1
34285,0
222828,0
41661,0
134958,1
82757,1
205221,1
30911,1
21903,1
79776,1
84204,0
90458,1
75096,0
137541,0
224945,0
11866,1
9972,1
238059,0
81367,0
102686,0
181587,1
114321,0
23015,1
194849,1
93957,0
142537,0
211848,1
134350,1
158039,0
237751,0
50195,0
145197,0
179771,1
84546,0
11856,0
201267,0
157747,0
154735,1
232536,0
141475,0
36018,0
181107,0
206827,0
53897,0
156853,0
1702,0
49117,0
238190,0
181388,0
128581,1
211916,0
189344,0
204032,0
143421,0
37244,1
223303,1
75064,0
180007,1
136439,0
202130,0
78755,0
24726,0
29459,0
194531,0
167001,1
51263,1
126205,0
137419,0
32339,0
83856,1
207270,0
85550,1
171880,0
82241,0
34771,1
20177,0
190811,0
75627,1
201122,1
17590,1
197814,0
195079,0
32521,0
50718,0
195936,0
232759,0
116878,0
53709,1
23734,0
57120,0
120218,1
234815,0
19116,1
141817,1
207429,0
186918,0
12035,0
142849,0
34132,1
113307,1
10595,0
13318,0
102324,0
116116,0
119421,0
141405,1
235311,0
149385,0
84971,1
144678,0
39899,0
108834,0
52505,0
159829,0
230214,0
192176,0
179590,0
176925,0
173636,1
68245,0
166532,0
78310,0
164993,1
221169,0
88954,0
2178,0
192684,0
123879,0
117684,1
220418,1
157670,0
178468,1
128285,0
130773,0
143366,1
231350,0
72897,1
118540,0
100679,1
205136,0
225388,0
87837,0
233081,0
166237,1
200614,0
92729,1
105459,1
112280,0
215443,1
238671,0
83448,0
111258,1
209276,1
155673,1
103367,0
144703,1
127209,1
220902,1
77750,0
201620,1
169910,0
94296,0
86265,1
85705,1
77962,1
12254,0
229285,1
53025,0
197740,0
235250,0
168543,0
141705,0
94168,0
100304,0
34123,0
199811,0
185991,0
154461,1
234336,0
235931,0
43025,1
21281,0
98856,1
173056,0
108757,0
80482,0
116044,1
188771,0
120989,0
215951,0
139608,0
172819,0
201527,0
104633,0
232963,1
72015,1
234185,0
211767,0
178116,1
45250,0
163023,0
53906,1
34635,1
122360,1
205635,0
121911,0
46067,0
60100,0
21739,1
139668,0
214720,1
97596,1
127230,0
31736,0
220480,0
34505,1
153963,1
138881,0
217882,0
163275,0
116844,0
208801,0
232131,1
187077,1
219551,0
225141,0
197155,0
150395,0
116513,0
21044,1
211283,0
123640,0
56376,1
112923,0
137853,0
64351,0
223868,0
153500,0
98026,0
122498,1
10225,1
176845,1
188221,1
109470,0
219850,0
35265,0
38718,0
98065,0
130906,0
121474,0
1804,0
22258,1
55741,0
49818,1
212382,0
198733,0
7267,0
136857,1
98335,0
105423,0
102105,0
190686,0
154488,0
223328,0
104671,1
125201,1
53858,1
132235,1
143218,0
139278,0
209701,0
216414,0
81577,1
101465,0
148541,0
66902,1
171883,1
63895,0
86150,1
228048,0
89806,1
134554,0
103413,0
22721,1
169212,0
185798,0
133004,0
23069,1
22249,1
121759,0
301,0
174787,1
236334,0
170697,1
47427,0
137165,1
164980,0
176861,1
201717,1
228471,0
47079,0
88783,1
47592,0
160498,0
105935,0
227849,1
50543,0
222046,0
138290,1
82941,0
11259,0
181684,1
12862,0
80079,0
124502,0
16567,0
186861,1
102297,0
181023,0
4244,0
148067,0
204339,0
175681,0
164817,0
200349,0
224838,0
76795,0
77431,1
143476,0
95328,0
132418,0
192980,0
49354,1
97833,0
81219,0
72777,1
114847,1
142353,0
58325,0
138644,0
97010,0
195082,0
48331,0
13601,0
236746,0
77705,0
32865,0
228837,0
32811,0
160847,1
43346,0
6947,0
111925,1
96038,0
227664,0
46076,0
84704,0
162000,0
135816,0
106579,0
75757,0
56922,0
216680,0
116924,1
6584,0
52035,0
145509,0
140096,0
76057,0
21073,1
170146,0
10922,1
143378,0
108940,0
112855,0
1639,0
189923,1
164773,0
161448,1
97848,0
147473,1
52658,0
192889,0
237190,0
71752,1
77014,1
9834,0
80527,0
9714,0
132873,1
10841,0
32560,1
47801,1
74514,1
20590,0
231262,0
80833,1
68950,0
219010,0
47607,0
228120,0
189948,0
161226,1
174660,1
203278,1
159879,1
53196,0
92174,1
215982,0
198289,0
101959,1
120150,0
7992,1
1178,0
226144,0
30210,1
89359,0
90109,0
188505,0
97646,0
210411,1
238471,1
100456,0
104617,0
143209,0
57969,0
99701,0
203260,0
216648,1
198274,0
30807,0
118198,0
229018,1
41518,0
86675,0
84694,0
169526,0
172614,0
10522,0
182442,1
233704,0
205501,0
52034,0
86716,0
173569,0
145669,1
226992,0
209241,0
224911,0
149008,1
26930,1
16023,0
20034,0
29157,0
202238,1
85983,0
100945,0
201829,1
205525,0
64928,0
137067,0
43463,0
235486,1
225569,0
9544,1
165409,0
151330,0
222246,1
225058,0
140856,0
128023,1
140711,1
226879,1
203490,0
144512,1
191778,0
83679,1
173794,0
89988,1
180062,0
32627,0
226097,1
173752,0
29133,1
95391,0
24710,0
161592,0
11691,0
37594,0
139373,0
212271,0
91663,1
193887,0
130856,1
163650,0
19854,1
50703,1
29280,0
201537,0
162599,1
56400,0
170329,1
149916,0
106959,0
237712,1
232455,0
11637,1
232517,1
105604,0
205727,1
84004,0
127597,0
17119,0
155399,0
125322,0
233801,0
74315,0
42627,1
142582,0
89237,0
117431,0
26007,0
236689,1
4926,1
65956,0
66390,0
113898,1
208844,1
190332,0
37416,0
235845,1
92395,1
94954,0
98049,0
183245,0
175893,0
132728,1
91639,0
79184,1
50667,0
113826,0
33766,0
103808,0
76386,1
226198,0
188218,0
191763,1
54587,1
164423,0
43176,0
20289,0
165600,0
211680,0
172736,0
79070,0
129948,0
98330,0
17633,0
73093,0
45847,0
158571,0
27675,0
52172,0
140911,0
46632,0
4647,0
13858,0
224561,0
127101,0
32095,1
91349,0
160454,0
164834,0
151307,0
175852,0
126614,0
182574,1
7415,1
231139,1
172405,0
126192,1
215698,0
226458,0
122024,0
66818,1
107244,0
66944,0
220382,1
17800,1
12691,1
139515,1
231221,1
208357,1
137927,1
1,1
64766,0
139572,1
226669,0
89778,0
107640,1
92938,0
238602,1
58612,0
21232,0
37540,0
165423,1
182759,0
24279,0
91842,0
94543,1
49421,0
226494,0
89773,0
138973,1
204712,0
125263,0
98620,0
192150,1
34130,1
68626,1
106290,0
150467,0
63118,0
227782,1
72021,0
169705,0
77499,0
73235,0
139421,1
11171,0
45665,1
56801,0
23101,0
114192,0
3580,0
216410,0
120920,1
181064,0
57124,1
177930,1
46784,0
3093,0
96896,0
186130,0
130380,1
159526,0
185603,0
95361,0
239340,1
89932,1
107838,0
31364,0
39593,1
37039,1
177358,0
100411,1
224,0
109997,0
88907,0
188981,0
218688,0
80770,1
1789,1
151423,0
94594,0
178253,0
176054,0
24028,0
133089,0
189442,1
176409,1
24166,0
189512,1
196696,0
225145,1
58623,1
102064,1
38494,0
194299,1
107428,1
114952,0
222854,0
36605,0
24935,1
93759,0
105326,0
66942,1
174195,1
96810,0
103493,1
195065,1
164473,0
31223,0
173470,0
215574,0
32094,0
180941,0
151817,1
238416,1
25559,0
96479,1
7156,1
154121,1
42263,0
112033,0
35714,1
117635,0
2554,0
11254,0
211932,1
234676,0
212282,1
38605,0
191539,1
128114,0
117980,0
29975,0
156589,1
126488,0
66928,0
56665,0
213262,0
63825,1
118018,0
236630,0
185978,1
189220,0
181554,0
177283,0
38548,0
232226,0
105044,1
108517,0
54574,1
200032,0
69442,0
76595,0
22078,1
64924,0
167853,0
175682,1
32102,0
38496,1
1294,1
211284,0
62661,0
225665,0
10121,0
148640,0
173270,0
118923,1
37649,0
196684,0
13240,1
175263,0
144351,0
85859,1
216249,0
4816,0
38283,1
120159,0
85843,0
135841,0
63708,1
33736,0
195404,0
178978,1
19884,1
16828,0
191874,0
107447,0
219319,0
13129,0
3824,0
86673,0
191308,0
126876,0
118917,0
65212,0
18921,0
10266,0
68873,0
160701,0
236984,1
19871,0
65838,0
144335,0
233707,0
46400,0
152557,0
31061,0
61619,0
28823,0
146492,1
212940,0
54887,0
215329,0
158852,0
103789,0
50287,0
183321,0
57458,1
132075,1
203909,0
43282,1
127965,1
178836,0
159605,1
182874,1
1478,1
198306,1
96865,0
172590,0
189174,1
67436,0
111877,0
19763,0
91592,1
232569,0
103369,1
97308,1
122650,0
178011,0
161039,0
188621,0
91530,0
14855,0
201617,0
191192,1
173083,0
114967,0
91972,0
214973,0
41731,0
198910,0
31913,0
161373,0
15805,1
76982,0
169493,0
202204,1
194187,0
89808,0
39465,0
59207,1
202982,0
11081,1
210570,0
141487,0
221333,0
162420,0
71432,1
145953,0
73837,1
105276,1
81939,1
84633,0
13306,1
212582,0
43286,0
35773,1
10526,1
151414,1
36939,0
26333,1
38543,0
12388,1
131248,0
128180,1
96165,0
96496,0
165580,1
23019,0
113026,0
30994,1
203347,0
88461,0
153294,0
194740,0
161156,0
221176,0
182473,1
207103,0
113816,0
144124,0
109185,0
222815,1
191112,1
43011,0
233544,0
181522,0
93359,0
168818,0
236188,0
101754,0
98163,0
226100,0
100707,0
110860,0
59951,0
1757,1
105295,0
35382,1
109774,1
239242,1
45714,1
233822,0
134200,1
82439,0
40042,0
199566,0
144239,0
43125,1
78093,0
132360,0
237776,0
191766,0
68036,0
109676,0
216053,0
86497,1
222011,0
159983,0
108124,1
208123,1
40094,0
75227,0
53834,0
91977,1
91040,1
55333,1
141821,1
70144,0
105848,0
237202,0
190311,0
233607,1
154481,0
192902,0
162956,0
146685,1
116527,0
106673,1
164737,1
192360,0
41961,0
79162,0
128226,1
112914,0
115550,1
130217,1
216506,0
10528,1
179183,1
165095,1
23201,0
102084,0
70328,0
5907,1
212738,0
31389,1
213573,1
65712,1
146367,0
199893,0
187813,0
185012,0
95194,0
160672,0
95007,1
172025,1
152030,0
229957,0
150940,0
598,0
88653,0
183048,0
26477,0
210772,1
88187,1
42699,1
10038,1
220986,0
166100,0
126017,0
157545,0
32714,1
182809,0
24196,1
134334,0
163139,0
76156,0
58918,0
193837,0
135786,0
185243,0
236929,0
132880,0
180613,0
139261,1
74473,0
123302,0
233302,0
207838,0
162715,0
234310,0
18178,1
30633,0
46622,0
2476,1
1131,0
86803,1
71176,0
233919,0
52544,1
96775,0
146374,1
90031,0
190157,1
100535,0
163883,1
218273,0
121395,0
52690,1
222329,1
115533,0
131080,0
2747,1
188086,0
30171,0
121614,1
42313,1
178423,1
31169,0
80492,0
178272,0
36391,0
229078,1
88722,1
198342,1
90419,0
57418,0
204355,0
228645,1
187399,1
71565,0
103736,0
210348,0
219298,0
143148,1
166303,1
111028,1
201131,1
223064,1
158282,1
119584,0
218357,0
169164,0
6989,0
170119,0
230699,0
199060,0
196462,0
6162,0
74759,0
156520,1
161513,1
106466,0
183580,1
78425,0
3507,1
59423,0
82261,0
51096,1
41364,0
129223,1
144111,0
222508,0
90185,0
13836,0
227534,1
27040,0
4917,0
98893,0
234535,1
91962,0
238790,0
117854,0
48234,0
42299,1
55175,1
104697,0
87735,1
98874,0
88510,0
171053,1
40259,0
9286,1
227932,1
227780,1
172670,0
194420,1
71759,1
60815,0
31279,0
56230,0
82201,0
221956,1
232730,0
42033,0
50592,1
175612,1
56474,0
94458,0
28415,0
236819,0
82927,0
31,0
63472,1
200986,0
228331,1
65138,1
62482,1
215561,0
43744,0
14492,1
75021,0
199511,1
134561,0
50494,0
5125,0
149437,0
133895,1
212978,0
29309,0
178976,1
208306,1
11294,1
203041,0
63487,0
174940,0
81997,0
200141,0
37968,0
152898,0
92466,0
168460,0
76169,0
119032,1
232615,0
176855,1
42295,1
63558,1
158142,1
181461,0
205401,1
202608,1
1959,0
128562,0
192667,0
185586,1
156898,0
192409,0
73913,1
118705,0
223864,1
38600,0
224192,0
170725,0
13307,0
55261,1
75405,0
201356,0
98243,0
153450,0
87214,0
168057,0
4868,0
130225,0
109875,0
183983,1
105381,1
153000,0
3808,0
173718,0
140010,0
107469,0
207241,0
202263,0
5566,1
45575,0
89747,1
101925,1
228123,0
39878,1
182257,0
34184,0
189583,1
134225,1
19762,0
233354,1
193941,1
152933,0
35663,1
98357,0
45808,1
30686,1
64204,0
100751,1
235396,0
107219,0
52803,0
182241,1
133918,0
117223,0
63930,0
66011,0
18104,0
70206,1
213927,1
11912,0
44262,0
23823,0
223567,0
50088,0
28935,0
92111,1
173097,0
11138,1
155139,1
102148,1
104047,0
226733,1
61596,0
232239,1
226938,1
124666,1
173047,0
85014,0
161295,1
108737,0
76219,0
113651,1
11313,0
166421,1
123163,0
208747,0
226323,0
99433,1
122396,0
202884,0
140975,0
28184,0
65648,0
101175,1
185110,0
128394,0
163466,0
97414,0
154878,0
1843,0
17969,0
108157,0
171391,0
12502,0
150637,0
193958,1
23272,1
15157,0
121538,0
206021,1
205502,0
227589,0
231653,0
207554,1
163277,1
183109,0
109677,0
61019,0
78709,0
3887,0
84587,0
81551,0
4953,0
105639,0
154241,0
232428,0
173424,0
160347,0
23795,0
192738,0
126712,1
86935,1
31529,1
158386,1
129501,0
78117,1
85130,1
188790,0
124313,0
177639,1
3536,0
132713,0
191736,1
67081,1
204790,0
38234,0
86518,1
58547,1
140335,0
109285,0
145303,0
51871,1
53382,0
27981,0
213436,0
41285,0
11800,1
161098,0
76933,0
178084,0
36909,0
158208,0
201945,1
225591,1
101531,1
156041,0
198937,1
174910,1
134332,1
87669,1
210088,1
134401,0
60334,0
108179,0
9227,1
188892,1
230663,1
201587,1
189466,0
97121,1
75210,0
225641,1
192709,0
97650,0
114886,0
108135,1
168698,0
112341,1
36067,0
3138,0
209826,0
226209,0
68399,0
101257,0
137522,1
212899,0
64269,1
111539,0
173299,0
220334,0
90368,1
61702,1
217249,0
50513,0
136786,0
158850,1
211602,0
50502,1
221560,0
186530,0
95494,1
5519,0
178680,0
193057,1
234844,0
25455,0
233243,0
114804,0
197220,1
10060,1
45858,1
139609,1
147080,1
147831,0
191956,1
91080,0
110710,0
170439,1
3222,0
147257,0
32060,0
53963,0
99031,1
174340,1
29005,1
75191,1
100543,0
83439,0
74609,0
30163,0
41945,1
192202,0
36700,0
102053,0
143916,0
115057,1
165070,1
169675,1
222136,0
159265,0
155939,1
70274,0
72108,1
132910,0
230809,0
134121,0
128456,0
140273,0
81911,1
134817,0
144137,0
185409,1
176485,0
48530,1
137579,0
148402,0
74227,1
17464,1
75162,0
12913,0
55788,0
207623,0
42949,0
210214,1
140706,1
171160,0
90118,1
102698,1
77059,0
32086,1
128937,0
117374,0
1685,0
56019,0
79559,0
198675,0
16731,0
34834,0
183161,0
119038,0
19423,0
88459,1
2273,1
129694,1
59289,1
149640,0
217308,1
178133,0
216887,0
39928,1
100158,0
201278,0
184611,1
210879,0
226633,1
74096,1
36994,0
169060,1
203339,1
58521,0
106531,1
87789,0
175074,0
176908,1
119669,0
18212,1
10874,0
112205,1
139746,0
235208,0
131608,0
33456,0
82029,1
232680,0
22310,0
9948,0
226175,1
208641,1
95838,0
171886,1
39509,0
10162,1
60868,1
8287,1
65083,0
210635,0
129454,0
163137,0
21036,0
40438,1
237864,0
162037,0
153806,1
179681,0
63769,1
142198,1
51727,0
152978,0
130701,0
53173,0
83821,1
134435,0
233689,1
103066,0
53496,1
198484,1
39103,1
87044,0
28012,0
145172,1
186505,0
51877,1
146342,0
232003,0
166150,0
36927,0
152755,0
193092,1
206081,0
155712,0
131238,0
81666,1
61931,0
181931,0
24684,0
221772,0
231715,1
50125,0
190577,0
35531,0
154243,0
164748,0
11999,0
188667,1
204146,0
65333,0
24875,0
203707,1
216386,0
160944,0
207327,1
164343,0
79102,1
47725,0
136510,0
36849,0
166986,0
230433,0
205555,0
211731,1
33966,0
3821,0
117346,0
64611,0
191610,0
230065,1
16108,1
206583,0
61556,0
46582,1
196855,0
67970,0
185459,0
188994,1
206542,1
116064,0
196032,1
76754,1
168807,0
106966,0
10802,1
187079,0
227343,0
233228,1
134283,0
93621,0
69631,0
3394,0
96521,0
149106,1
151017,1
195977,0
71378,1
235348,0
185871,0
10344,0
128004,0
37494,0
173156,0
230504,1
151969,0
91826,1
95874,1
157617,0
134339,1
29441,1
118683,0
29114,0
214683,1
196924,0
21312,0
29505,1
74317,1
78998,0
155593,1
116429,0
223369,1
204403,0
24521,0
73354,0
118068,0
148001,0
89291,0
136265,1
185629,0
106456,0
24702,0
106038,0
144933,1
198705,1
204222,0
112661,1
112725,0
90438,1
191986,0
53343,1
89629,0
156679,1
14099,1
91519,0
219479,1
138206,0
33699,0
197715,1
30988,0
73284,0
50558,1
185753,0
169627,1
120203,0
47792,0
196634,0
73378,1
204953,0
179358,0
182691,0
23550,0
102222,0
122760,0
221291,0
72280,0
19960,0
123525,0
27010,1
239143,1
37088,0
16291,1
36417,1
153356,1
96432,0
6197,1
12373,0
45539,0
27131,0
59235,1
171650,0
141841,0
154637,1
61404,1
13736,0
120156,0
152360,0
26082,0
197199,0
221893,0
134097,0
52540,0
75637,0
78999,0
17114,1
187372,0
123497,1
30306,0
85450,0
142524,0
69686,0
145741,0
100657,0
123445,0
208627,1
153282,0
11159,0
44831,0
207370,1
108685,0
28813,0
121360,0
57775,0
12052,1
195861,1
98141,1
214145,1
156742,0
220789,0
69311,0
110042,0
234514,0
37759,1
88231,1
133870,0
158196,0
215646,1
116813,0
156694,0
117000,0
204211,0
45182,0
29034,1
47513,0
40383,0
14906,0
42943,1
165904,1
23887,0
150164,1
35673,0
111730,0
183458,0
194772,0
61104,0
185612,0
201486,0
48016,0
13079,0
87864,1
173678,0
174877,1
57848,0
117056,0
158427,0
30421,1
40877,0
20202,1
8554,1
128849,0
59811,1
115061,0
16479,0
187473,0
86529,0
31161,0
118478,0
132026,0
31929,0
124451,1
37206,0
150509,0
121465,0
118968,0
179125,0
70529,0
51800,0
109547,1
154115,0
15025,0
209212,1
125867,0
207773,0
119461,1
195186,0
201814,0
149293,0
237971,0
84407,1
183216,0
2607,0
12722,1
202175,0
173554,0
234974,0
66934,0
8191,1
53866,0
91353,0
119890,0
6997,0
147435,0
83396,0
81713,0
57865,1
197558,1
6020,0
201251,1
115709,0
6462,1
113901,0
211162,0
100886,1
116897,0
147522,0
146448,0
208992,1
184013,0
184779,0
173478,0
139689,0
172752,0
161391,0
28124,1
113957,1
199802,0
189895,0
153946,0
44893,0
212298,0
32592,0
138574,0
14020,0
155922,0
101306,0
65210,1
42770,1
128619,1
226685,0
13245,1
86236,0
118003,0
86511,1
215732,0
130033,0
215837,0
46194,0
136164,1
71635,1
786,0
235562,1
229835,0
191769,0
63948,0
119388,0
133297,0
175672,0
181662,0
147598,1
145544,0
166186,0
204183,0
186417,0
